PDB code,Resolution,Clashscore,Rotamer outliers [%],Ramachandran outliers [%],RSRZ outliers [%],Year,Contains protein,R [%],R free [%],Deposition date,Journal,ISSN,Q1,Q1_min,Q1 percentile,Q1_min percentile
1kd3,1.8,0.0,,,0.0,2001.0,False,21.5,24.099999999999998,2001-11-12,ACTA CRYST D,0907-4449,0.7347207271857433,0.5486185862935056,0.8729817007534983,0.826157158234661
1kf1,2.1,11.14,,,0.0,2001.0,False,22.900000000000002,26.3,2001-11-19,NATURE,0028-0836,0.4562851333572539,0.3040904198062433,0.4047362755651238,0.6001076426264801
1kfo,1.6,1.64,,,6.0744981308536055,2001.0,False,26.0,28.799999999999997,2001-11-21,RNA,1355-8382,0.34343977993063035,0.09077861499820596,0.2163616792249731,0.22874058127018299
1kgk,1.0,9.33,,,0.0,2001.0,False,15.927547549331429,19.01592733760628,2001-11-27,ANGEW CHEM,0570-0833,0.6768927161822749,0.419626838894869,0.802475780409042,0.7441693577323286
1kh6,2.9,14.92,,,0.0,2001.0,False,28.299999999999997,27.92,2001-11-29,NAT STRUCT MOL BIOL,1072-8368,0.3806960889845712,0.16648726228919986,0.2766415500538213,0.38338715464657336
1gqu,2.5,17.29,,,0.0,2001.0,False,22.0,26.40824407750486,2001-12-05,PNAS,0027-8424,0.40664992225810304,0.21887334050950844,0.3222102619303911,0.475421600287047
1kxk,3.0,20.82,,,0.0,2002.0,False,24.759999999999998,26.8,2002-01-31,SCIENCE,0036-8075,0.37890204520990306,0.17007534983853606,0.2716182274847506,0.39002511661284534
1l1h,1.75,2.34,,,0.0,2002.0,False,13.94,21.87,2002-02-16,J MOL BIOL,0022-2836,0.749551489056333,0.7104413347685683,0.8914603516325799,0.9535342662360962
1l2x,1.25,4.63,,,0.0,2002.0,False,14.2,20.7,2002-02-25,PNAS,0027-8424,0.7219232149264442,0.6250448510943667,0.8589881593110872,0.8672407606745605
1l3d,2.85,32.45,,,5.150011257916006,2002.0,False,27.1,27.500000000000004,2002-02-26,PNAS,0027-8424,0.1307857911733046,0.08144958736993183,0.03229278794402583,0.20703265159669895
1l3z,2.01,0.0,,,0.0,2002.0,False,18.0,22.5,2002-03-04,NUCLEIC ACIDS RES,0305-1048,0.7902762827412989,0.7104413347685683,0.9314675278076785,0.9535342662360962
1l4j,1.85,3.94,,,0.0,2002.0,False,22.820999999999998,29.726000000000003,2002-03-05,J MOL BIOL,0022-2836,0.48534864250687715,0.08180839612486544,0.4626838894869035,0.20810907786149982
1l6b,1.5,3.14,,,3.8400912500732574,2002.0,False,21.8,26.400000000000002,2002-03-08,J BIOL CHEM,0021-9258,0.39229757206075827,0.16110513096519555,0.2974524578399713,0.37244348762109797
1l8v,2.8,30.86,,,6.213534486682008,2002.0,False,28.999999999999996,29.299999999999997,2002-03-21,PNAS,0027-8424,0.09155603396722882,0.087908144958737,0.019734481521349122,0.22264083243631144
1lc4,2.54,8.7,,,4.76,2002.0,False,21.4,26.400000000000002,2002-04-05,CELL CHEM BIOL,1074-5521,0.28477454849898337,0.12414782920703266,0.14352350197344815,0.29870828848223896
1ljx,1.64,15.79,,,0.0,2002.0,False,21.2,26.700000000000003,2002-04-23,ACTA CRYST D,0907-4449,0.40748714268628156,0.2448869752421959,0.3238249013275924,0.5148905633297453
1lnt,1.7,10.27,,,0.0,2002.0,False,20.0,22.5,2002-05-03,ACTA CRYST D,0907-4449,0.6036359287166607,0.3851811984212415,0.6849659131682813,0.7064944384642985
1lp7,2.4,6.6,,,2.4127400009037316,2002.0,False,22.900000000000002,29.299999999999997,2002-05-07,TO BE PUBLISHED,,0.29362516445401265,0.0966989594546107,0.15285252960172227,0.2412988876928597
1lu5,2.4,16.71,,,1.9627653440937465,2002.0,False,20.9926289600879,25.262569562371397,2002-05-21,J BIOL CHEM,0021-9258,0.31192441095562734,0.22748475062791532,0.17294581987800503,0.49031216361679225
1ixj,2.5,6.78,,,1.8947897037720196,2002.0,False,21.5,25.7,2002-06-22,NUCLEIC ACIDS RES,0305-1048,0.39552685085516087,0.30211697165410833,0.30355220667384286,0.5984930032292788
1j6s,1.4,3.97,,,0.0,2002.0,False,16.6,18.4,2002-07-10,STRUCTURE,0969-2126,0.764023442171989,0.6560818083961248,0.907427341227126,0.883745963401507
1m69,1.1,32.09,,,0.0,2002.0,False,13.25,18.64,2002-07-15,TO BE PUBLISHED,,0.5702069130486783,0.08396124865446716,0.6275565123789021,0.2131324004305705
1m6g,1.652,4.71,,,0.0,2002.0,False,21.486,29.566,2002-07-16,J MOL BIOL,0022-2836,0.47320894629828963,0.087908144958737,0.43613204162181557,0.22264083243631144
1m6f,1.78,6.06,,,0.0,2002.0,False,20.200000000000003,27.700000000000003,2002-07-16,J AM CHEM SOC,0002-7863,0.4837938045688315,0.18371008252601365,0.4607104413347686,0.4167563688554001
1m6r,1.54,2.66,,,0.0,2002.0,False,16.2,19.1,2002-07-17,ACTA CRYST D,0907-4449,0.7843559382848942,0.7104413347685683,0.9257265877287406,0.9535342662360962
1h1k,10.0,263.31,,,8.119866734544537,2002.0,False,57.70469689880365,72.0829938390749,2002-07-17,J VIROL,0022-538X,0.019734481521349122,0.0003588087549336204,0.0003588087549336204,0.0003588087549336204
1m77,1.25,0.0,,,0.0,2002.0,False,16.3,18.5,2002-07-18,ACTA CRYST D,0907-4449,0.8592871666068652,0.7104413347685683,0.9836742016505202,0.9535342662360962
1ma8,1.3,4.73,,,1.0992582811732987,2002.0,False,14.899999999999999,17.299999999999997,2002-08-01,BIOCHIMIE,0300-9084,0.6458557588805167,0.3720846788661643,0.7588805166846071,0.6923214926444206
1mdg,1.5,4.88,,,1.9323523136593224,2002.0,False,17.2,19.400000000000002,2002-08-07,STRUCTURE,0969-2126,0.5989714149025237,0.2974524578399713,0.6745604592752064,0.5920344456404736
1mf5,1.1,2.23,,,14.29,2002.0,False,21.26,22.400000000000002,2002-08-09,NUCLEIC ACIDS RES,0305-1048,0.5089104174141849,0.022604951560818085,0.5014352350197345,0.061356297093649086
1mhk,2.5,13.19,,,3.422132993635131,2002.0,False,23.91,27.0,2002-08-20,RNA,1355-8382,0.24040186580552567,0.18693936132041622,0.10082526013634732,0.42177969142447075
1mlx,1.25,1.56,,,0.0,2002.0,False,16.302180671273867,19.440672030731797,2002-08-31,BIOCHEMISTRY,0006-2960,0.8070804927640234,0.7104413347685683,0.9476139217796914,0.9535342662360962
1msy,1.41,3.43,,,0.0,2002.0,False,16.400000000000002,20.7,2002-09-19,RNA,1355-8382,0.7468604233943307,0.6998564764980265,0.8876928597057768,0.9040186580552565
1mwl,2.4,16.23,,,4.76,2002.0,False,22.400000000000002,24.9,2002-09-30,J MOL BIOL,0022-2836,0.27167802894390625,0.12414782920703266,0.1284535342662361,0.29870828848223896
1n1o,1.2,6.64,,,0.0,2002.0,False,16.0,19.203768470333927,2002-10-18,J AM CHEM SOC,0002-7863,0.7108599449826576,0.5294223179045568,0.84589163975601,0.8141370649443846
1n4e,2.5,30.02,,,1.0377647004230184,2002.0,False,19.7,25.5,2002-10-30,PNAS,0027-8424,0.2877646214567635,0.09634015069967707,0.14711158952278436,0.24022246142805884
1n5c,1.79,5.24,,,0.0,2002.0,False,18.209176521099216,21.9,2002-11-05,J MOL BIOL,0022-2836,0.688314794880995,0.5927520631503409,0.8155722999641192,0.8509149623250807
1n7b,1.4,6.2,,,0.6794873974896518,2002.0,False,15.216,19.949,2002-11-13,STRUCTURE,0969-2126,0.6057289797871068,0.40007176175098674,0.6892716182274847,0.7217438105489774
1n7a,1.2,0.62,,,0.0,2002.0,False,12.369,15.626000000000001,2002-11-13,STRUCTURE,0969-2126,0.8530080133955269,0.7104413347685683,0.9799067097237173,0.9535342662360962
1nab,2.15,22.51,,,0.0,2002.0,False,22.400000000000002,23.3,2002-11-27,NUCLEIC ACIDS RES,0305-1048,0.49772754455208706,0.14854682454251883,0.48152134912091854,0.34930032292787944
1nbs,3.15,35.4,,,6.67,2002.0,False,28.043000000000003,30.736,2002-12-03,NATURE,0028-0836,0.06996770721205597,0.0563329745245784,0.011481880157875853,0.14657337639038392
1o9m,2.4,21.62,,,4.043214368810233,2002.0,False,25.069999999999997,29.81,2002-12-17,J AM CHEM SOC,0002-7863,0.12964956344934817,0.07893792608539649,0.03157517043415859,0.20129171151776104
1ngt,2.04,6.59,,,0.0,2002.0,False,20.7,28.1,2002-12-17,NUCLEIC ACIDS RES,0305-1048,0.4672886018418849,0.1585934696806602,0.4235737351991389,0.3663437387872264
1njn,3.7,19.18,,,3.6571310332452356,2003.0,False,28.4,30.8,2003-01-02,MOL CELL,1097-2765,0.13855998086353305,0.054000717617509866,0.03588087549336204,0.13975601004664515
1njo,3.7,19.38,,,3.7855066377961037,2003.0,False,28.299999999999997,29.7,2003-01-02,MOL CELL,1097-2765,0.14495873699318262,0.08360243989953355,0.038751345532831,0.21205597416576966
1nlc,1.85,2.52,,,0.0,2003.0,False,21.8,21.9,2003-01-07,NUCLEIC ACIDS RES,0305-1048,0.745484989833752,0.7104413347685683,0.8855400071761751,0.9535342662360962
1nqs,1.97,4.74,,,0.0,2003.0,False,22.304,27.778999999999996,2003-01-22,TO BE PUBLISHED,,0.5018538452338237,0.17725152493720847,0.48869752421959095,0.4050950843200574
1ntb,2.9,3.91,,,0.36458076704136744,2003.0,False,20.373,25.507,2003-01-29,CELL CHEM BIOL,1074-5521,0.4879201052505681,0.38428417653390745,0.4668101901686401,0.7057768209544313
1nt8,2.0,1.59,,,0.0,2003.0,False,24.659,28.261999999999997,2003-01-29,TO BE PUBLISHED,,0.5606386795837818,0.1496232508073197,0.6078220308575529,0.35109436670254757
1nta,2.9,16.19,,,0.0,2003.0,False,22.234,28.169,2003-01-29,CELL CHEM BIOL,1074-5521,0.3674799665111828,0.155005382131324,0.25475421600287046,0.3611410118406889
1nuj,1.8,0.0,,,2.912890412321225,2003.0,False,20.3,22.400000000000002,2003-01-31,BIOCHEMISTRY,0006-2960,0.628632938643703,0.21779691424470757,0.7305346250448511,0.47326874775744526
1nuv,1.81,0.32,,,0.0,2003.0,False,21.0,21.9,2003-02-01,BIOCHEMISTRY,0006-2960,0.786927401028585,0.7104413347685683,0.9278794402583423,0.9535342662360962
1nvn,1.8,3.16,,,0.0,2003.0,False,20.629,26.361,2003-02-04,TO BE PUBLISHED,,0.5765458677191723,0.29852888410477213,0.6372443487621098,0.5932902762827413
1nvy,1.5,9.43,,,0.0,2003.0,False,20.69,26.294,2003-02-05,TO BE PUBLISHED,,0.47775385719411556,0.30660208109077863,0.4492285611768927,0.602978112665949
1nyi,2.85,6.8,,,0.8757112836941516,2003.0,False,20.332,23.241,2003-02-12,J MOL BIOL,0022-2836,0.5174620260734362,0.39289558665231433,0.5152493720846789,0.7158234660925726
1nzg,1.6,7.4,,,0.0,2003.0,False,19.2,22.400000000000002,2003-02-17,ORG LETT,1523-7060,0.6444205238607822,0.49982059562253317,0.7569070685324721,0.7965554359526372
1o0k,1.17,2.33,,,2.077610028241814,2003.0,False,16.54267220384807,19.50339723320426,2003-02-22,J AM CHEM SOC,0002-7863,0.6475900011960292,0.2852529601722282,0.7610333692142088,0.5749910297811267
1omk,1.3,0.0,,,1.9058196391530373,2003.0,False,16.789123056985517,19.829212326837272,2003-02-25,ACTA CRYST D,0907-4449,0.7049396005262528,0.30032292787944026,0.839253677789738,0.5966989594546107
1ub8,1.6,1.43,,,0.0,2003.0,False,19.42,23.150000000000002,2003-03-31,ACTA CRYST D,0907-4449,0.732029661523741,0.6501614639397201,0.8711876569788303,0.8812343021169716
1p26,2.92,11.64,,,0.0,2003.0,False,21.0,26.400000000000002,2003-04-14,J BIOL INORG CHEM,0949-8257,0.4486903480444922,0.29314675278076785,0.39648367420165054,0.5850376749192681
1p24,3.02,27.51,,,0.0,2003.0,False,22.7,28.599999999999998,2003-04-14,J BIOL INORG CHEM,0949-8257,0.31730654227963156,0.11123071402942232,0.18119842124147828,0.2746681019016864
1p20,1.34,3.86,,,3.3222004821109365,2003.0,False,19.3,21.5,2003-04-14,BIOPOLYMERS,0006-3525,0.5502332256907069,0.19088625762468603,0.5837818442770003,0.4298528884104772
1p1y,2.1,2.58,,,0.0,2003.0,False,20.332,23.256,2003-04-14,CELL CHEM BIOL,1074-5521,0.7019495275684727,0.6383207750269106,0.8353067814854682,0.8744169357732329
1p25,2.9,21.16,,,0.0,2003.0,False,22.3,27.6,2003-04-14,J BIOL INORG CHEM,0949-8257,0.35474225571103934,0.16289917473986365,0.23322569070685326,0.3772874058127018
1p4z,2.0,37.62,,,0.0,2003.0,False,23.599999999999998,26.8,2003-04-24,BIOCHEMISTRY,0006-2960,0.34445640473627553,0.06673842841765339,0.2185145317545748,0.1722282023681378
1p4y,1.7,23.77,,,0.0,2003.0,False,22.900000000000002,26.0,2003-04-24,BIOCHEMISTRY,0006-2960,0.39409161583542635,0.13796196627197704,0.3013993541442411,0.32759239325439543
1p54,1.9,20.7,,,0.0,2003.0,False,21.5,24.2,2003-04-25,BIOCHEMISTRY,0006-2960,0.47159430690108833,0.1704341585934697,0.4327233584499462,0.39128094725511303
1p79,1.1,0.0,,,0.5547807742159137,2003.0,False,12.678,13.607,2003-04-30,STRUCTURE,0969-2126,0.7781365865327113,0.4050950843200574,0.9178327951202009,0.7294581987800502
1ue2,1.4,6.78,,,12.5,2003.0,False,20.91,23.57,2003-05-08,ACTA CRYST D,0907-4449,0.38673603635928727,0.02834589163975601,0.2866881951919627,0.07588805166846072
1ue3,2.15,0.0,,,0.0,2003.0,False,22.720000000000002,23.89,2003-05-08,ACTA CRYST D,0907-4449,0.7439301518957063,0.5762468604233943,0.8830283458916398,0.8417653390742734
1ue4,1.65,0.0,,,0.0,2003.0,False,20.89,23.56,2003-05-09,ACTA CRYST D,0907-4449,0.7556512378902044,0.6114101184068891,0.8998923573735199,0.8614998205956226
1p9x,3.4,31.41,,,3.092045090807737,2003.0,False,27.3,34.0,2003-05-13,J BACTERIOL,0021-9193,0.10363592871666068,0.015069967707212056,0.022963760315751706,0.04108360243989953
1o3z,2.65,14.43,,,0.0,2003.0,False,21.9,22.8,2003-05-16,NUCLEIC ACIDS RES,0305-1048,0.5544193278315991,0.27018299246501615,0.5949049156799426,0.5504126300681736
1pjg,1.15,8.46,,,10.0,2003.0,False,13.200000000000001,16.3,2003-06-02,J MOL BIOL,0022-2836,0.48104293744767374,0.039468963042698244,0.4560459275206315,0.10495156081808396
1pjo,1.1,0.0,,,15.0,2003.0,False,11.66,15.64,2003-06-03,J MOL BIOL,0022-2836,0.6437627078100706,0.01991388589881593,0.7560100466451382,0.05364190886257625
1puy,1.5,6.9,,,0.0,2003.0,False,20.4,23.9,2003-06-25,J AM CHEM SOC,0002-7863,0.5998086353307021,0.5165052027269466,0.6781485468245425,0.8048080373161105
1pwf,1.16,0.0,,,0.0,2003.0,False,13.3,18.8,2003-07-01,ANGEW CHEM,0570-0833,0.8551608659251286,0.7104413347685683,0.9817007534983854,0.9535342662360962
1uhx,2.0,3.77,,,2.803815580003409,2003.0,False,22.0,27.800000000000004,2003-07-13,J SYNCHROTRON RADIAT,0909-0495,0.36030379141251045,0.17473986365267313,0.24076067456045927,0.3998923573735199
1uhy,1.7,0.0,,,4.286898185200748,2003.0,False,22.400000000000002,23.9,2003-07-13,J SYNCHROTRON RADIAT,0909-0495,0.5535821074034206,0.14316469321851452,0.59167563688554,0.33943308216720486
1q29,3.0,12.09,,,2.5050526826555313,2003.0,False,24.196,27.914,2003-07-23,J MOL BIOL,0022-2836,0.24578399712953,0.1672048797990671,0.10692500897021888,0.38428417653390745
1o56,0.9,0.0,,,2.13101325495132,2003.0,False,15.613108117622083,18.30658570902898,2003-08-20,J BIOMOL STRUCT DYN,0739-1102,0.7173783040306184,0.2795120200932903,0.8536060279870828,0.5658414065303193
1o55,1.04,0.0,,,0.0,2003.0,False,15.572969693194501,18.4733194022131,2003-08-20,J BIOMOL STRUCT DYN,0739-1102,0.8598253797392656,0.7104413347685683,0.9842124147829207,0.9535342662360962
1q9a,1.04,7.45,,,3.7,2003.0,False,13.61,17.740000000000002,2003-08-22,NUCLEIC ACIDS RES,0305-1048,0.5350436550651836,0.17025475421600286,0.55005382131324,0.39056332974524577
1q96,1.75,3.86,,,0.0,2003.0,False,20.1,24.099999999999998,2003-08-22,NUCLEIC ACIDS RES,0305-1048,0.6447195311565602,0.5486185862935056,0.7581628991747399,0.826157158234661
1q93,2.25,4.88,,,0.0,2003.0,False,22.5,26.6,2003-08-22,NUCLEIC ACIDS RES,0305-1048,0.5331898098313599,0.2762827412988877,0.5435952637244349,0.560459275206315
1qv4,2.5,18.2,,,0.0,2003.0,False,22.8,24.7,2003-08-26,CANCER RES,0008-5472,0.46382011721086,0.20362396842482958,0.41747398636526734,0.4526372443487621
1qv8,2.5,21.92,,,0.0,2003.0,False,21.9,26.900000000000002,2003-08-27,CANCER RES,0008-5472,0.37064944384642984,0.15428776462145677,0.26031575170434157,0.3595263724434876
1qyl,1.0,0.0,,,0.0,2003.0,False,14.93,18.38,2003-09-11,TO BE PUBLISHED,,0.8606626001674441,0.7104413347685683,0.984930032292788,0.9535342662360962
1qyk,1.4,0.0,,,3.5504015353236227,2003.0,False,20.11,22.39,2003-09-11,TO BE PUBLISHED,,0.6170314555675159,0.1815572299964119,0.7093649085037675,0.4133476856835307
1qzl,2.85,0.0,,,14.29,2003.0,False,23.977999999999998,33.473000000000006,2003-09-17,TO BE PUBLISHED,,0.3284296136825739,0.017581628991747398,0.19662719770362397,0.04790096878363832
1r2o,2.38,0.0,,,14.29,2003.0,False,22.439999999999998,24.596,2003-09-29,TO BE PUBLISHED,,0.4860662600167444,0.022604951560818085,0.4639397201291712,0.061356297093649086
1r3g,1.16,0.0,,,0.0,2003.0,False,13.200000000000001,17.4,2003-10-01,ORG LETT,1523-7060,0.8662839373280709,0.7104413347685683,0.9879799067097237,0.9535342662360962
1r3o,1.9,9.73,,,4.228444837616209,2003.0,False,23.855,28.563,2003-10-02,ACTA CRYST D,0907-4449,0.22784355938284895,0.1320416218155723,0.09364908503767493,0.3130606386795838
1r41,1.9,23.81,,,0.0,2003.0,False,18.3,19.8,2003-10-03,ACTA CRYST D,0907-4449,0.5727783757923693,0.1374237531395766,0.6318622174381054,0.32633656261212773
1r3z,1.7,0.0,,,0.0,2003.0,False,17.0,20.3,2003-10-03,ACTA CRYST D,0907-4449,0.8351273771080013,0.7104413347685683,0.9684248295658414,0.9535342662360962
1r68,1.2,0.0,,,1.9621180431026133,2003.0,False,16.49511932214466,19.448555672385197,2003-10-15,BIOORG MED CHEM,0968-0896,0.7084080851572777,0.2952996053103696,0.843200574094008,0.5873699318263366
1v3p,2.3,15.62,,,3.600816126764748,2003.0,False,23.400000000000002,26.5,2003-11-03,NUCLEIC ACIDS RES,0305-1048,0.2378902045209903,0.17832795120200934,0.09903121636167922,0.4074273412271259
1v3o,1.7,9.78,,,6.045505897067976,2003.0,False,26.200000000000003,29.599999999999998,2003-11-03,NUCLEIC ACIDS RES,0305-1048,0.19315871307259894,0.08719052744886975,0.06817366343738787,0.22120559741657697
1v3n,1.8,1.96,,,4.016874484958883,2003.0,False,22.5,24.9,2003-11-03,NUCLEIC ACIDS RES,0305-1048,0.4691424470757086,0.15213491209185503,0.42895586652314316,0.35486185862935055
1rqy,1.55,11.85,,,0.0,2003.0,False,22.650000000000002,28.63,2003-12-07,ACTA CRYST D,0907-4449,0.39175935892835784,0.12899174739863653,0.29637603157517045,0.3087549336203803
1rsb,2.17,21.37,,,0.0,2003.0,False,21.77,26.25,2003-12-09,BIOCHEMISTRY,0006-2960,0.3942112187537376,0.16146393972012918,0.30229637603157516,0.3729817007534984
1s1l,2.2,9.49,,,0.0,2004.0,False,23.599999999999998,25.8,2004-01-06,BIOCHEMISTRY,0006-2960,0.49174739863652667,0.3518119842124148,0.47326874775744526,0.6655902404018658
1s1k,1.9,54.66,,,0.0,2004.0,False,23.200000000000003,25.8,2004-01-06,BIOCHEMISTRY,0006-2960,0.3656859227365148,0.03480444922856118,0.2522425547183351,0.09382848941514173
1s23,1.6,6.01,,,0.0,2004.0,False,20.968999999999998,28.152,2004-01-08,ACTA CRYST D,0907-4449,0.47554120320535825,0.15608180839612487,0.4406171510584858,0.3627556512378902
1s2r,1.53,7.49,,,0.0,2004.0,False,19.900000000000002,23.599999999999998,2004-01-09,J AM CHEM SOC,0002-7863,0.6039947374715943,0.4937208467886616,0.6855041263006817,0.7922497308934338
1s45,2.2,7.29,,,2.08,2004.0,False,17.299999999999997,23.9,2004-01-15,NUCLEIC ACIDS RES,0305-1048,0.45359406769525185,0.28399712952996053,0.4015069967707212,0.5726587728740581
1s47,2.5,21.05,,,9.72,2004.0,False,22.400000000000002,31.1,2004-01-15,NUCLEIC ACIDS RES,0305-1048,0.08551608659251286,0.043415859346968066,0.01686401148188016,0.11410118406889128
1s9b,2.81,22.22,,,0.0,2004.0,False,28.1,26.428,2004-02-04,J AM CHEM SOC,0002-7863,0.38446358091137417,0.1530319339791891,0.2831001076426265,0.35683530678148545
1sa9,2.86,33.72,,,0.0,2004.0,False,24.099999999999998,25.5,2004-02-09,ACTA CRYST D,0907-4449,0.39163975601004664,0.077502691065662,0.2960172228202368,0.197524219590958
1saq,2.7,19.31,,,0.0,2004.0,False,23.799999999999997,29.7,2004-02-09,ACTA CRYST D,0907-4449,0.32681497428537254,0.08360243989953355,0.1951919626838895,0.21205597416576966
1vaq,2.0,31.25,,,0.0,2004.0,False,23.5,27.800000000000004,2004-02-19,NUCLEIC ACIDS RES,0305-1048,0.3246621217557708,0.08880516684607104,0.1901686401148188,0.2238966630785791
1sgs,1.6,7.37,,,3.8104051474850635,2004.0,False,20.7,21.8,2004-02-24,J MOL BIOL,0022-2836,0.4770362396842484,0.16218155722999641,0.447075708647291,0.3744169357732329
1sk5,0.89,2.93,,,0.8501371315947424,2004.0,False,12.629999999999999,14.399999999999999,2004-03-04,TO BE PUBLISHED,,0.7013515129769167,0.3943308216720488,0.834589163975601,0.71654108360244
1sm5,2.0,15.16,,,1.9042755803931684,2004.0,False,19.8,25.4,2004-03-08,PNAS,0027-8424,0.3186819758402105,0.2572658772874058,0.18335127377108001,0.5317545748116254
1ve8,1.65,1.31,,,3.511167623664626,2004.0,False,22.1,27.900000000000002,2004-03-29,TO BE PUBLISHED,,0.3997727544552087,0.1689989235737352,0.3130606386795838,0.3871546465733764
1t0d,2.2,4.71,,,0.0,2004.0,False,20.5,26.6,2004-04-08,ANGEW CHEM,0570-0833,0.5360004784116732,0.2762827412988877,0.552924291352709,0.560459275206315
1t0e,1.7,3.24,,,5.71,2004.0,False,20.9,23.799999999999997,2004-04-08,ANGEW CHEM,0570-0833,0.4651357493122832,0.0986724076067456,0.419626838894869,0.24578399712952997
1t4i,2.5,38.7,,,1.2120056852237155,2004.0,False,19.7,25.5,2004-04-29,PNAS,0027-8424,0.27155842602559505,0.06279153211338356,0.12809472551130247,0.16128453534266235
1vzk,1.77,7.51,,,0.0,2004.0,False,23.899095121173495,29.53,2004-05-20,J AM CHEM SOC,0002-7863,0.430032292787944,0.08898457122353785,0.3593469680660208,0.22443487621097954
1u9s,2.9,30.78,,,2.58,2004.0,False,24.14,27.450000000000003,2004-08-10,SCIENCE,0036-8075,0.1785671570386317,0.09059921062073914,0.0581270182992465,0.22802296376031575
1woe,1.5,4.72,,,0.0,2004.0,False,17.599999999999998,20.599999999999998,2004-08-15,ACTA CRYST D,0907-4449,0.7215644061715105,0.6198421241478292,0.8586293505561535,0.8636526731252242
1x8w,3.8,72.32,,,3.62,2004.0,False,26.3,32.0,2004-08-18,MOL CELL,1097-2765,0.07648606626001675,0.018658055256548258,0.015069967707212056,0.05005382131324004
1x9c,2.19,13.41,,,0.0,2004.0,False,24.9,26.3,2004-08-20,BIOCHEMISTRY,0006-2960,0.43457720368376984,0.28919985647649804,0.36688195191962686,0.5809113742375314
1x9k,3.17,41.19,,,1.61,2004.0,False,23.599999999999998,25.2,2004-08-21,BIOCHEMISTRY,0006-2960,0.2701231910058605,0.05740940078937926,0.12773591675636886,0.14818801578758523
1xa2,1.71,5.24,,,0.0,2004.0,False,20.77,23.982999999999997,2004-08-25,NUCLEIC ACIDS RES,0305-1048,0.6224135868915202,0.5640473627556513,0.7186939361320416,0.8335127377108001
1xam,1.86,15.5,,,0.0,2004.0,False,27.283,34.618,2004-08-26,NUCLEIC ACIDS RES,0305-1048,0.3255591436431049,0.011840688912809472,0.19214208826695373,0.032113383566559024
1xcs,1.4,9.85,,,8.33,2004.0,False,19.348000000000003,25.091,2004-09-03,J BIOL INORG CHEM,0949-8257,0.2968544432484153,0.05561535701471116,0.1567994259059921,0.14352350197344815
1xcu,2.0,4.96,,,16.67,2004.0,False,21.299,25.162000000000003,2004-09-03,J BIOL INORG CHEM,0949-8257,0.3507953594067696,0.01740222461428059,0.22676713311804808,0.04646573376390384
1xjr,2.7,0.65,,,0.0,2004.0,False,23.136000000000003,24.326,2004-09-24,PLOS BIOL,1544-9173,0.7032053582107404,0.5188374596340151,0.8363832077502691,0.8073196986006459
1xjy,2.0,0.0,,,5.56,2004.0,False,14.069999999999999,18.84,2004-09-26,ACTA CRYST D,0907-4449,0.6524339193876331,0.1038751345532831,0.7696447793326158,0.25959813419447436
1xjx,1.7,9.8,,,5.56,2004.0,False,16.17,25.06,2004-09-26,ACTA CRYST D,0907-4449,0.3145556751584739,0.1038751345532831,0.17761033369214208,0.25959813419447436
1wqy,2.0,4.73,,,0.0,2004.0,False,23.7,28.4,2004-10-07,NUCLEIC ACIDS RES,0305-1048,0.4899533548618586,0.14065303193397918,0.4700394689630427,0.33476856835306784
1xpf,2.3,7.79,,,4.461477497521123,2004.0,False,24.3,24.6,2004-10-08,J MOL BIOL,0022-2836,0.36706135629709363,0.1374237531395766,0.2536777897380696,0.32633656261212773
1xp7,2.5,10.06,,,2.7407144029604282,2004.0,False,21.9,23.0,2004-10-08,J MOL BIOL,0022-2836,0.4285372563090539,0.23179045568711876,0.35647649802655185,0.4976677430929315
1xpe,1.94,7.27,,,5.6739210200109795,2004.0,False,25.3,25.5,2004-10-08,J MOL BIOL,0022-2836,0.3307618705896424,0.09939002511661285,0.1991388589881593,0.24739863652673125
1xux,1.3,1.48,,,0.0,2004.0,False,12.7,19.400000000000002,2004-10-26,J AM CHEM SOC,0002-7863,0.8097715584260256,0.7104413347685683,0.9501255830642268,0.9535342662360962
1xuw,1.25,0.0,,,0.0,2004.0,False,15.299999999999999,22.1,2004-10-26,J AM CHEM SOC,0002-7863,0.8005621337160628,0.7104413347685683,0.9420523860782203,0.9535342662360962
1y0q,3.6,53.74,,,1.29,2004.0,False,27.700000000000003,31.0,2004-11-16,NAT STRUCT MOL BIOL,1545-9993,0.14866642746083006,0.03588087549336204,0.04090419806243272,0.0968783638320775
1y27,2.4,4.09,,,0.0,2004.0,False,23.200000000000003,26.400000000000002,2004-11-20,CELL CHEM BIOL,1074-5521,0.5502930271498624,0.29314675278076785,0.584140653031934,0.5850376749192681
1y26,2.1,4.39,,,0.0,2004.0,False,23.145,29.732999999999997,2004-11-20,CELL CHEM BIOL,1074-5521,0.4762588207152254,0.08144958736993183,0.4438464298528884,0.20703265159669895
1y3s,2.25,3.37,,,0.0,2004.0,False,24.3,26.200000000000003,2004-11-26,J MOL BIOL,0022-2836,0.57630666188255,0.31664872622892,0.6365267312522426,0.6182274847506279
1y3o,2.7,3.36,,,0.0,2004.0,False,22.0,28.000000000000004,2004-11-26,J MOL BIOL,0022-2836,0.5254156201411314,0.16289917473986365,0.5296017222820237,0.3772874058127018
1y6s,2.9,21.38,,,6.52,2004.0,False,24.8,27.6,2004-12-07,NUCLEIC ACIDS RES,0305-1048,0.1444205238607822,0.08144958736993183,0.03839253677789738,0.20703265159669895
